City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign,Year_Category,Efficiency_PopDensity_Interaction,Campaign_Efficiency_Interaction,Log_Waste_Per_Capita_kg,Log_Landfill_Utilization_Ratio,Log_Cost_Per_Campaign,City_FreqEnc
Meerut,Plastic,3668,52,7178,9,Incineration,2987,2,Meerut Landfill,56989,2020,14.3552,72.9863,511.0058512120368,0.0643632981803506,1493.5,Before_2021,64602,18,6.238336053122716,0.06237677829837389,7.309546981723993,0.029411764705882353
Meerut,Organic,1404,54,7178,10,Recycling,2848,10,Meerut Landfill,56989,2020,14.3552,72.9863,195.59765951518528,0.0246363333274842,284.8,Before_2021,71780,100,5.281159302836432,0.02433775288143802,5.655292265495767,0.029411764705882353
Meerut,E-Waste,3264,38,7178,7,Composting,3661,10,Meerut Landfill,56989,2020,14.3552,72.9863,454.7227640011145,0.0572742108126129,366.1,Before_2021,50246,70,6.121884650941678,0.05569409690737816,5.905634290502789,0.029411764705882353
Meerut,Construction,9061,38,7178,10,Landfill,2436,18,Meerut Landfill,56989,2020,14.3552,72.9863,1262.329339648927,0.1589955956412641,135.33333333333334,Before_2021,71780,180,7.141505848175603,0.14755376421343475,4.915102867374692,0.029411764705882353
Meerut,Hazardous,1623,66,7178,10,Landfill,3495,6,Meerut Landfill,56989,2020,14.3552,72.9863,226.1075508498189,0.0284791801926687,582.5,Before_2021,71780,60,5.4254236975672265,0.02808118702087906,6.3690444517266105,0.029411764705882353
Meerut,Plastic,4686,69,7178,7,Composting,3910,8,Meerut Landfill,56989,2021,14.3552,72.9863,652.8280858177766,0.0822263945673726,488.75,2021_and_after,50246,56,6.482844451179895,0.07902039566052078,6.19389505682465,0.029411764705882353
Meerut,Organic,6212,68,7178,10,Incineration,3901,3,Meerut Landfill,56989,2021,14.3552,72.9863,865.4221231540819,0.1090034919019459,1300.3333333333333,2021_and_after,71780,30,6.764372229933819,0.10346185705754328,7.171144658864874,0.029411764705882353
Meerut,E-Waste,936,55,7178,8,Composting,1580,2,Meerut Landfill,56989,2021,14.3552,72.9863,130.3984396767902,0.0164242222183228,790.0,2021_and_after,57424,16,4.878234231374148,0.0162908035635403,6.673297967767654,0.029411764705882353
Meerut,Construction,4476,36,7178,5,Recycling,3950,12,Meerut Landfill,56989,2021,14.3552,72.9863,623.5720256338813,0.0785414729158258,329.1666666666667,2021_and_after,35890,60,6.437066656196095,0.07560964036440473,5.799597577470496,0.029411764705882353
Meerut,Hazardous,3060,56,7178,9,Landfill,807,1,Meerut Landfill,56989,2021,14.3552,72.9863,426.3025912510449,0.0536945726368246,807.0,2021_and_after,64602,9,6.057492406874617,0.05230262884309148,6.694562058521095,0.029411764705882353
Meerut,Plastic,7018,77,7178,6,Incineration,1216,16,Meerut Landfill,56989,2022,14.3552,72.9863,977.709668431318,0.1231465721455017,76.0,2021_and_after,43068,96,6.886235039233819,0.11613418562376303,4.343805421853684,0.029411764705882353
Meerut,Organic,5497,75,7178,5,Recycling,3723,14,Meerut Landfill,56989,2022,14.3552,72.9863,765.8122039565338,0.0964572110407271,265.92857142857144,2021_and_after,35890,70,6.642241926481113,0.09208426489570909,5.586981099870226,0.029411764705882353
Meerut,E-Waste,1919,82,7178,6,Landfill,3446,0,Meerut Landfill,56989,2022,14.3552,72.9863,267.3446642518808,0.0336731649967537,266.9330357142857,2021_and_after,43068,0,5.59227221488456,0.03311863810901613,5.590737082551223,0.029411764705882353
Meerut,Construction,7834,52,7178,9,Composting,2512,20,Meerut Landfill,56989,2022,14.3552,72.9863,1091.3903594315966,0.137465124848655,125.6,2021_and_after,64602,180,6.996123564433912,0.1288022118992473,4.841032509710076,0.029411764705882353
Meerut,Hazardous,1168,69,7178,7,Incineration,2332,11,Meerut Landfill,56989,2022,14.3552,72.9863,162.71942045137922,0.020495183280984,212.0,2021_and_after,50246,77,5.0981541117411915,0.020287983296784093,5.3612921657094255,0.029411764705882353
Meerut,Plastic,2925,47,7178,6,Recycling,4347,13,Meerut Landfill,56989,2023,14.3552,72.9863,407.4951239899693,0.0513256944322588,334.38461538461536,2021_and_after,43068,78,6.012479977851754,0.050051933929021214,5.815277978881543,0.029411764705882353
Meerut,Organic,5457,78,7178,10,Recycling,4807,12,Meerut Landfill,56989,2023,14.3552,72.9863,760.2396210643633,0.0957553212023372,400.5833333333333,2021_and_after,71780,120,6.6349481848613605,0.09144391652432592,5.995415066852332,0.029411764705882353
Meerut,E-Waste,1978,52,7178,9,Incineration,4091,6,Meerut Landfill,56989,2023,14.3552,72.9863,275.56422401783226,0.0347084525083788,681.8333333333334,2021_and_after,64602,54,5.622443068919614,0.034119698638001975,6.526250808318816,0.029411764705882353
Meerut,Construction,4495,56,7178,9,Incineration,510,5,Meerut Landfill,56989,2023,14.3552,72.9863,626.2190025076623,0.078874870589061,102.0,2021_and_after,64602,45,6.441295765942775,0.0759187116077861,4.634728988229636,0.029411764705882353
Meerut,Hazardous,6404,46,7178,8,Landfill,4365,20,Meerut Landfill,56989,2023,14.3552,72.9863,892.1705210365004,0.1123725631262173,218.25,2021_and_after,57424,160,6.794777515655693,0.10649517849800022,5.390212631252292,0.029411764705882353
Nashik,Plastic,4584,34,2929,10,Recycling,1334,16,Nashik Landfill,63245,2019,14.6177,91.4568,1565.0392625469444,0.0724800379476638,83.375,Before_2021,29290,160,7.356304948105512,0.06997375901060682,4.435271149192694,0.029411764705882353
Nashik,Organic,9096,36,2929,7,Recycling,2013,0,Nashik Landfill,63245,2019,14.6177,91.4568,3105.496756572209,0.1438216459799193,266.9330357142857,Before_2021,20503,0,8.04125092542537,0.13437497693962863,5.590737082551223,0.029411764705882353
Nashik,E-Waste,5832,37,2929,8,Incineration,2774,8,Nashik Landfill,63245,2019,14.6177,91.4568,1991.12325025606,0.0922128231480749,346.75,Before_2021,23432,64,7.596956308849016,0.08820575132628378,5.851483830803552,0.029411764705882353
Nashik,Construction,5695,71,2929,5,Composting,4042,0,Nashik Landfill,63245,2019,14.6177,91.4568,1944.3496073745305,0.0900466440034785,266.9330357142857,Before_2021,14645,0,7.573196986622164,0.08622048798921417,5.590737082551223,0.029411764705882353
Nashik,Hazardous,8192,67,2929,10,Composting,896,1,Nashik Landfill,63245,2019,14.6177,91.4568,2796.858996244452,0.1295280259309036,896.0,Before_2021,29290,10,7.936609759475401,0.1217998693059209,6.799055862058796,0.029411764705882353
Nashik,Plastic,4415,84,2929,10,Recycling,2881,20,Nashik Landfill,63245,2020,14.6177,91.4568,1507.340389211335,0.0698078899517748,144.05,Before_2021,29290,200,7.318765245385142,0.06747909025305725,4.977078510567413,0.029411764705882353
Nashik,Organic,1400,69,2929,6,Composting,4894,10,Nashik Landfill,63245,2020,14.6177,91.4568,477.9788323659952,0.0221361372440509,489.4,Before_2021,17574,60,6.171656405131727,0.021894689607011457,6.195221384622002,0.029411764705882353
Nashik,E-Waste,4872,30,2929,8,Composting,4052,17,Nashik Landfill,63245,2020,14.6177,91.4568,1663.3663366336634,0.0770337576092971,238.35294117647055,Before_2021,23432,136,7.41719975137773,0.07421074179566005,5.477939203945474,0.029411764705882353
Nashik,Construction,2776,33,2929,10,Incineration,3767,17,Nashik Landfill,63245,2020,14.6177,91.4568,947.7637418914304,0.0438927978496323,221.58823529411765,Before_2021,29290,170,6.855159812811986,0.042956800136002435,5.405323586115553,0.029411764705882353
Nashik,Hazardous,3134,84,2929,10,Recycling,2582,11,Nashik Landfill,63245,2020,14.6177,91.4568,1069.9897575964494,0.0495533243734682,234.72727272727272,Before_2021,29290,110,6.976338507000011,0.0483646683003007,5.462675512740294,0.029411764705882353
Nashik,Plastic,4744,55,2929,8,Landfill,516,0,Nashik Landfill,63245,2021,14.6177,91.4568,1619.6654148173438,0.0750098822041268,266.9330357142857,2021_and_after,23432,0,7.390592093779037,0.07232985428539801,5.590737082551223,0.029411764705882353
Nashik,Organic,9216,69,2929,7,Incineration,4245,7,Nashik Landfill,63245,2021,14.6177,91.4568,3146.4663707750087,0.1457190291722666,606.4285714285714,2021_and_after,20503,49,8.05435308143728,0.13603241298983434,6.409234590406525,0.029411764705882353
Nashik,E-Waste,1598,82,2929,9,Recycling,911,18,Nashik Landfill,63245,2021,14.6177,91.4568,545.5786958006146,0.0252668195114238,50.61111111111112,2021_and_after,26361,162,6.3036782968848,0.024952890433616974,3.943736980917674,0.029411764705882353
Nashik,Construction,5393,64,2929,10,Incineration,1361,16,Nashik Landfill,63245,2021,14.6177,91.4568,1841.242744964152,0.0852715629694046,85.0625,2021_and_after,29290,160,7.518738991500747,0.08183024412655805,4.455073776488874,0.029411764705882353
Nashik,Hazardous,9699,73,2929,6,Incineration,1196,7,Nashik Landfill,63245,2021,14.6177,91.4568,3311.369067941277,0.1533559965214641,170.85714285714286,2021_and_after,17574,42,8.105418942854042,0.14267595037158043,5.146663566919366,0.029411764705882353
Nashik,Plastic,7882,32,2929,7,Recycling,4400,4,Nashik Landfill,63245,2022,14.6177,91.4568,2691.020826220553,0.1246264526840066,1100.0,2021_and_after,20503,28,7.8980474270721945,0.1174509384595525,7.00397413672268,0.029411764705882353
Nashik,Organic,6136,37,2929,6,Landfill,2258,9,Nashik Landfill,63245,2022,14.6177,91.4568,2094.912939569819,0.0970195272353545,250.88888888888889,2021_and_after,17574,54,7.647744508113489,0.09259698171383933,5.52898807317131,0.029411764705882353
Nashik,E-Waste,6465,84,2929,7,Composting,3257,17,Nashik Landfill,63245,2022,14.6177,91.4568,2207.237965175828,0.1022215194877065,191.58823529411765,2021_and_after,20503,119,7.699950175673032,0.09732770639880219,5.260554413874864,0.029411764705882353
Nashik,Construction,6834,47,2929,8,Recycling,3071,11,Nashik Landfill,63245,2022,14.6177,91.4568,2333.2195288494368,0.1080559728041742,279.1818181818182,2021_and_after,23432,88,7.7554328653426365,0.10260710402042919,5.63543874308169,0.029411764705882353
Nashik,Hazardous,9685,39,2929,10,Incineration,2012,16,Nashik Landfill,63245,2022,14.6177,91.4568,3306.5892796176167,0.1531346351490236,125.75,2021_and_after,29290,160,8.103974888706473,0.14248400389663654,4.842216642471293,0.029411764705882353
Nashik,Plastic,3659,77,2929,9,Composting,1759,17,Nashik Landfill,63245,2023,14.6177,91.4568,1249.2318197336974,0.0578543758399873,103.47058823529412,2021_and_after,26361,153,7.1310842688885065,0.056242682979719474,4.648905579495899,0.029411764705882353
Nashik,Organic,9946,72,2929,10,Composting,3566,15,Nashik Landfill,63245,2023,14.6177,91.4568,3395.698190508706,0.1572614435923788,237.7333333333333,2021_and_after,29290,150,8.130559118322681,0.14605638948901697,5.4753471688962225,0.029411764705882353
Nashik,E-Waste,3729,45,2929,8,Composting,1187,20,Nashik Landfill,63245,2023,14.6177,91.4568,1273.1307613519973,0.0589611827021899,59.35,2021_and_after,23432,160,7.150019469289005,0.057288411275317426,4.10016094754354,0.029411764705882353
Nashik,Construction,613,40,2929,6,Landfill,2691,11,Nashik Landfill,63245,2023,14.6177,91.4568,209.2864458859679,0.0096924658075737,244.63636363636363,2021_and_after,17574,66,5.3484706293047495,0.009645795187457106,5.503852245721774,0.029411764705882353
Nashik,Hazardous,9869,53,2929,10,Landfill,3250,11,Nashik Landfill,63245,2023,14.6177,91.4568,3369.409354728576,0.156043956043956,295.45454545454544,2021_and_after,29290,110,8.122789486215362,0.1450037937867594,5.691893902990948,0.029411764705882353
Rajkot,Plastic,3388,64,23232,7,Recycling,3849,12,Rajkot Landfill,62818,2019,30.6193,68.7432,145.83333333333334,0.0539335859148651,320.75,Before_2021,162624,84,4.9892981567081245,0.05252943666789237,5.773774846476236,0.029411764705882353
Rajkot,Organic,4416,40,23232,5,Recycling,1296,13,Rajkot Landfill,62818,2019,30.6193,68.7432,190.0826446280992,0.0702983221369671,99.6923076923077,Before_2021,116160,65,5.252706028849362,0.0679374153502016,4.612069408448363,0.029411764705882353
Rajkot,E-Waste,5512,65,23232,8,Recycling,2052,18,Rajkot Landfill,62818,2019,30.6193,68.7432,237.2589531680441,0.087745550638352,114.0,Before_2021,185856,144,5.473358120707757,0.08410725218358196,4.74493212836325,0.029411764705882353
Rajkot,Construction,1618,66,23232,6,Incineration,3335,14,Rajkot Landfill,62818,2019,30.6193,68.7432,69.64531680440771,0.0257569486452927,238.2142857142857,Before_2021,139392,84,4.2576718196639085,0.025430826526614197,5.477359743178946,0.029411764705882353
Rajkot,Hazardous,5601,44,23232,10,Composting,549,13,Rajkot Landfill,62818,2019,30.6193,68.7432,241.08987603305783,0.0891623420038842,42.23076923076923,Before_2021,232320,130,5.489309045775378,0.0854089072240737,3.7665524924321545,0.029411764705882353
Rajkot,Plastic,2457,59,23232,8,Recycling,1467,16,Rajkot Landfill,62818,2020,30.6193,68.7432,105.75929752066116,0.0391129930911522,91.6875,Before_2021,185856,128,4.670576744528361,0.03836745797608762,4.529233619898151,0.029411764705882353
Rajkot,Organic,3427,41,23232,8,Recycling,2693,17,Rajkot Landfill,62818,2020,30.6193,68.7432,147.5120523415978,0.0545544270750421,158.41176470588235,Before_2021,185856,136,5.000666115498896,0.05311833371098148,5.071490569817531,0.029411764705882353
Rajkot,E-Waste,581,64,23232,10,Recycling,1245,12,Rajkot Landfill,62818,2020,30.6193,68.7432,25.008608815427,0.0092489413862268,103.75,Before_2021,232320,120,3.2584275915028846,0.009206431839019763,4.6515765588022475,0.029411764705882353
Rajkot,Construction,3412,69,23232,8,Incineration,2332,12,Rajkot Landfill,62818,2020,30.6193,68.7432,146.866391184573,0.0543156420134356,194.33333333333331,Before_2021,185856,96,4.996309103762451,0.05289187588778312,5.274707500908903,0.029411764705882353
Rajkot,Hazardous,4374,47,23232,6,Recycling,1541,7,Rajkot Landfill,62818,2020,30.6193,68.7432,188.2747933884297,0.0696297239644687,220.14285714285717,Before_2021,139392,42,5.243199892394162,0.06731253621422101,5.398808905094359,0.029411764705882353
Rajkot,Plastic,8303,77,23232,6,Composting,778,11,Rajkot Landfill,62818,2021,30.6193,68.7432,357.39497245179064,0.1321754911012767,70.72727272727273,2021_and_after,139392,66,5.881635653245105,0.12414099524010011,4.272871048047504,0.029411764705882353
Rajkot,Organic,1800,67,23232,7,Recycling,1361,10,Rajkot Landfill,62818,2021,30.6193,68.7432,77.47933884297521,0.0286542073927855,136.1,2021_and_after,162624,70,4.362835390692763,0.028251353138054946,4.920710586568268,0.029411764705882353
Rajkot,E-Waste,959,83,23232,10,Recycling,4555,1,Rajkot Landfill,62818,2021,30.6193,68.7432,41.27926997245179,0.0152663249387118,4555.0,2021_and_after,232320,10,3.744296894354667,0.015150967177929771,8.424200324567073,0.029411764705882353
Rajkot,Construction,7305,44,23232,5,Recycling,2973,8,Rajkot Landfill,62818,2021,30.6193,68.7432,314.4369834710744,0.1162883250023878,371.625,2021_and_after,116160,40,5.753958926599079,0.11000918632792953,5.9205725519982355,0.029411764705882353
Rajkot,Hazardous,2669,85,23232,10,Incineration,2793,17,Rajkot Landfill,62818,2021,30.6193,68.7432,114.88464187327824,0.042487821961858,164.2941176470588,2021_and_after,232320,170,4.7525952296867,0.041609993051230136,5.107726418271575,0.029411764705882353
Rajkot,Plastic,3136,37,23232,8,Incineration,4999,1,Rajkot Landfill,62818,2022,30.6193,68.7432,134.9862258953168,0.0499219968798752,4999.0,2021_and_after,185856,8,4.912553600425374,0.048715872724057765,8.517193191416238,0.029411764705882353
Rajkot,Organic,8212,59,23232,5,Landfill,4516,5,Rajkot Landfill,62818,2022,30.6193,68.7432,353.4779614325069,0.1307268617275303,903.2,2021_and_after,116160,25,5.8706461760072495,0.12286066640061367,6.807050574860505,0.029411764705882353
Rajkot,E-Waste,9144,38,23232,10,Landfill,1079,11,Rajkot Landfill,62818,2022,30.6193,68.7432,393.5950413223141,0.1455633735553503,98.0909090909091,2021_and_after,232320,110,5.977860027169756,0.13589654530545772,4.596037702424819,0.029411764705882353
Rajkot,Construction,3077,71,23232,8,Incineration,2851,13,Rajkot Landfill,62818,2022,30.6193,68.7432,132.4466253443526,0.0489827756375561,219.30769230769232,2021_and_after,185856,104,4.893701587740253,0.04782090948674766,5.395025170618999,0.029411764705882353
Rajkot,Hazardous,3626,38,23232,7,Incineration,2629,3,Rajkot Landfill,62818,2022,30.6193,68.7432,156.07782369146005,0.0577223088923556,876.3333333333334,2021_and_after,162624,21,5.056741374835756,0.056117831019725437,6.776887003777098,0.029411764705882353
Rajkot,Plastic,9686,69,23232,9,Landfill,3744,15,Rajkot Landfill,62818,2023,30.6193,68.7432,416.9249311294766,0.1541914737814002,249.6,2021_and_after,209088,135,6.035301825797095,0.14340007614337563,5.523858042461968,0.029411764705882353
Rajkot,Organic,5600,55,23232,8,Composting,1074,7,Rajkot Landfill,62818,2023,30.6193,68.7432,241.04683195592287,0.0891464229997771,153.42857142857142,2021_and_after,185856,56,5.489131227913034,0.08539429129417143,5.039731668583895,0.029411764705882353
Rajkot,E-Waste,6532,77,23232,5,Landfill,3045,10,Rajkot Landfill,62818,2023,30.6193,68.7432,281.16391184573,0.1039829348275971,304.5,2021_and_after,116160,50,5.642488149759004,0.09892449015173561,5.72194977861165,0.029411764705882353
Rajkot,Construction,7574,41,23232,8,Composting,691,20,Rajkot Landfill,62818,2023,30.6193,68.7432,326.01584022038566,0.1205705371071985,34.55,2021_and_after,185856,160,5.790008610764959,0.11383796373415463,3.5709401562492498,0.029411764705882353
Rajkot,Hazardous,2256,61,23232,9,Incineration,1350,3,Rajkot Landfill,62818,2023,30.6193,68.7432,97.10743801652892,0.0359132732656245,450.0,2021_and_after,209088,27,4.586063184456793,0.03528342726908819,6.111467339502679,0.029411764705882353
Madurai,Plastic,8741,53,19454,9,Landfill,1385,12,Madurai Landfill,51929,2019,13.1884,95.8263,449.3163359720366,0.1683259835544686,115.41666666666669,Before_2021,175086,108,6.109950304624261,0.15557194097509172,4.757175709468962,0.029411764705882353
Madurai,Organic,6764,40,19454,8,Composting,4083,6,Madurai Landfill,51929,2019,13.1884,95.8263,347.69199136424385,0.1302547709372412,680.5,Before_2021,155632,48,5.854188986294955,0.12244306831814424,6.524296251136588,0.029411764705882353
Madurai,E-Waste,8320,53,19454,10,Incineration,2290,14,Madurai Landfill,51929,2019,13.1884,95.8263,427.6755423049244,0.1602187602303144,163.57142857142858,Before_2021,194540,140,6.0607003211365456,0.14860857374353592,5.1033446922005234,0.029411764705882353
Madurai,Construction,8475,33,19454,5,Landfill,4852,2,Madurai Landfill,51929,2019,13.1884,95.8263,435.6430554127686,0.1632036049221051,2426.0,Before_2021,97270,10,6.0791160544913545,0.1511779269344279,7.794411205726601,0.029411764705882353
Madurai,Hazardous,8167,55,19454,6,Incineration,3261,15,Madurai Landfill,51929,2019,13.1884,95.8263,419.8108358178266,0.1572724296635791,217.4,Before_2021,116724,90,6.04218341160961,0.14606588260668296,5.38632824387075,0.029411764705882353
Madurai,Plastic,8700,79,19454,5,Recycling,2505,2,Madurai Landfill,51929,2020,13.1884,95.8263,447.2088002467359,0.1675364439908336,1252.5,Before_2021,97270,10,6.105259195816497,0.15489592548343215,7.133694917598348,0.029411764705882353
Madurai,Organic,5760,60,19454,8,Composting,3266,4,Madurai Landfill,51929,2020,13.1884,95.8263,296.0830677495631,0.1109206801594484,816.5,Before_2021,155632,32,5.694011789089381,0.10518911311275286,6.706250902771409,0.029411764705882353
Madurai,E-Waste,7043,50,19454,7,Landfill,4625,3,Madurai Landfill,51929,2020,13.1884,95.8263,362.0335149583633,0.1356274913824645,1541.6666666666667,Before_2021,136178,21,5.8944951577119,0.12718535400845854,7.341267799645458,0.029411764705882353
Madurai,Construction,7206,74,19454,9,Landfill,3529,4,Madurai Landfill,51929,2020,13.1884,95.8263,370.412254549193,0.1387663925744766,882.25,Before_2021,175086,36,5.917312643929442,0.12994556472396537,6.783608286239255,0.029411764705882353
Madurai,Hazardous,9740,55,19454,5,Incineration,3197,2,Madurai Landfill,51929,2020,13.1884,95.8263,500.66824303485146,0.1875637890196229,1598.5,Before_2021,97270,10,6.217939030772092,0.17190397255310524,7.377446359389572,0.029411764705882353
Madurai,Plastic,6503,79,19454,8,Landfill,2647,16,Madurai Landfill,51929,2021,13.1884,95.8263,334.2757273568418,0.1252286776175162,165.4375,2021_and_after,155632,128,5.814953260028226,0.1179862839933885,5.114619863574151,0.029411764705882353
Madurai,Organic,9455,66,19454,7,Landfill,2762,13,Madurai Landfill,51929,2021,13.1884,95.8263,486.0182995784929,0.1820755261992335,212.46153846153845,2021_and_after,136178,91,6.18830169851316,0.16727181389624932,5.363456668718998,0.029411764705882353
Madurai,E-Waste,4955,31,19454,6,Landfill,4887,15,Madurai Landfill,51929,2021,13.1884,95.8263,254.7034028991467,0.0954187448246644,325.8,2021_and_after,116724,90,5.544018190378892,0.0911367055313351,5.789348362985848,0.029411764705882353
Madurai,Construction,7446,57,19454,6,Incineration,1248,15,Madurai Landfill,51929,2021,13.1884,95.8263,382.7490490387581,0.1433880875811203,83.2,2021_and_after,116724,90,5.949988820823439,0.13399586137569047,4.4331949212482815,0.029411764705882353
Madurai,Hazardous,8006,46,19454,9,Recycling,1181,19,Madurai Landfill,51929,2021,13.1884,95.8263,411.5349028477434,0.1541720425966223,62.1578947368421,2021_and_after,175086,171,6.022320815159487,0.1433832406799484,4.1456378566096515,0.029411764705882353
Madurai,Plastic,6678,66,19454,9,Incineration,4434,3,Madurai Landfill,51929,2022,13.1884,95.8263,343.2713066721497,0.1285986635598605,1478.0,2021_and_after,175086,27,5.841430028713513,0.12097674239471483,7.2991214627108,0.029411764705882353
Madurai,Organic,4686,51,19454,5,Recycling,762,12,Madurai Landfill,51929,2022,13.1884,95.8263,240.87591240875912,0.0902385950047179,63.5,2021_and_after,97270,60,5.488424836009528,0.08639656678688803,4.1666652238017265,0.029411764705882353
Madurai,E-Waste,2979,73,19454,5,Incineration,4480,7,Madurai Landfill,51929,2022,13.1884,95.8263,153.13046160172715,0.0573667892699647,640.0,2021_and_after,97270,35,5.037799397039806,0.05578165641029835,6.46302945692067,0.029411764705882353
Madurai,Construction,6526,38,19454,7,Recycling,1149,20,Madurai Landfill,51929,2022,13.1884,95.8263,335.4580034954251,0.1256715900556529,57.45,2021_and_after,136178,140,5.818473337419237,0.1183798264796675,4.068171687918078,0.029411764705882353
Madurai,Hazardous,577,83,19454,7,Recycling,4530,18,Madurai Landfill,51929,2022,13.1884,95.8263,29.659710085329497,0.0111113250784725,251.66666666666663,2021_and_after,136178,126,3.4229494176040984,0.011050047802634287,5.532071096974262,0.029411764705882353
Madurai,Plastic,558,63,19454,9,Recycling,614,0,Madurai Landfill,51929,2023,13.1884,95.8263,28.683047188238923,0.0107454408904465,266.9330357142857,2021_and_after,175086,0,3.3905760810965235,0.010688118908185953,5.590737082551223,0.029411764705882353
Madurai,Organic,2461,33,19454,6,Landfill,3223,4,Madurai Landfill,51929,2023,13.1884,95.8263,126.50354682841576,0.0473916308806254,805.75,2021_and_after,116724,24,4.848144182473645,0.04630291245575457,6.693013830932071,0.029411764705882353
Madurai,E-Waste,586,48,19454,9,Landfill,1161,13,Madurai Landfill,51929,2023,13.1884,95.8263,30.122339878688187,0.0112846386412216,89.3076923076923,2021_and_after,175086,117,3.437925885387509,0.01122144209562388,4.503222642926505,0.029411764705882353
Madurai,Construction,2023,44,19454,9,Landfill,4545,16,Madurai Landfill,51929,2023,13.1884,95.8263,103.9888968849594,0.0389570374935007,284.0625,2021_and_after,175086,144,4.65385460061347,0.03821736140027548,5.652708454471919,0.029411764705882353
Madurai,Hazardous,1905,74,19454,9,Composting,2265,18,Madurai Landfill,51929,2023,13.1884,95.8263,97.9233062609232,0.0366847041152342,125.83333333333331,2021_and_after,175086,162,4.594344865678599,0.036027836839735664,4.842873888633631,0.029411764705882353
Jabalpur,Plastic,3200,58,7118,9,Recycling,602,13,Jabalpur Landfill,63720,2019,20.0639,89.516,449.564484405732,0.0502197112366603,46.30769230769231,Before_2021,64062,117,6.110501206440258,0.04899939107677537,3.8566729103449813,0.029411764705882353
Jabalpur,Organic,1169,71,7118,6,Incineration,3046,16,Jabalpur Landfill,63720,2019,20.0639,89.516,164.23152570946894,0.0183458882611424,190.375,Before_2021,42708,96,5.107347676472891,0.018179632777460892,5.254234853977848,0.029411764705882353
Jabalpur,E-Waste,7795,72,7118,10,Landfill,4026,7,Jabalpur Landfill,63720,2019,20.0639,89.516,1095.1109862320875,0.1223320778405524,575.1428571428571,Before_2021,71180,70,6.999523727191325,0.1154087328650156,6.356355645818055,0.029411764705882353
Jabalpur,Construction,5367,32,7118,5,Composting,4155,4,Jabalpur Landfill,63720,2019,20.0639,89.516,754.0039336892386,0.0842278719397363,1038.75,Before_2021,35590,20,6.626722959419873,0.08086809489214096,6.946735578623021,0.029411764705882353
Jabalpur,Hazardous,6122,76,7118,8,Recycling,3926,10,Jabalpur Landfill,63720,2019,20.0639,89.516,860.0730542287159,0.0960765850596359,392.6,Before_2021,56944,80,6.758179348945308,0.09173706296377823,5.975335165178098,0.029411764705882353
Jabalpur,Plastic,2337,69,7118,9,Landfill,3011,15,Jabalpur Landfill,63720,2020,20.0639,89.516,328.3225625175611,0.0366760828625235,200.7333333333333,Before_2021,64062,135,5.79703770363875,0.036019520628910326,5.306946693246091,0.029411764705882353
Jabalpur,Organic,891,74,7118,5,Recycling,2819,16,Jabalpur Landfill,63720,2020,20.0639,89.516,125.175611126721,0.0139830508474576,176.1875,Before_2021,35590,80,4.837674675699605,0.01388618988871754,5.1772084939220715,0.029411764705882353
Jabalpur,E-Waste,2321,60,7118,10,Landfill,3441,0,Jabalpur Landfill,63720,2020,20.0639,89.516,326.07474009553243,0.0364249843063402,266.9330357142857,Before_2021,71180,0,5.790188707763994,0.03577727623341238,5.590737082551223,0.029411764705882353
Jabalpur,Construction,2536,72,7118,8,Composting,3991,13,Jabalpur Landfill,63720,2020,20.0639,89.516,356.2798538915426,0.0397991211550533,307.0,Before_2021,56944,104,5.878519379145119,0.03902754176136362,5.730099782973574,0.029411764705882353
Jabalpur,Hazardous,4315,39,7118,5,Incineration,3444,4,Jabalpur Landfill,63720,2020,20.0639,89.516,606.2096094408541,0.0677181418706842,861.0,Before_2021,35590,20,6.408874051781051,0.06552379360097395,6.759255270663693,0.029411764705882353
Jabalpur,Plastic,3957,40,7118,6,Composting,872,15,Jabalpur Landfill,63720,2021,20.0639,89.516,555.9145827479629,0.0620998116760828,58.13333333333333,2021_and_after,42708,90,6.3224118758300225,0.06024790303254839,4.07979478120737,0.029411764705882353
Jabalpur,Organic,6528,48,7118,9,Landfill,1862,9,Jabalpur Landfill,63720,2021,20.0639,89.516,917.1115481876932,0.1024482109227871,206.88888888888889,2021_and_after,64062,81,6.8223188954255125,0.09753335301584655,5.33700374893787,0.029411764705882353
Jabalpur,E-Waste,9148,65,7118,5,Incineration,3322,4,Jabalpur Landfill,63720,2021,20.0639,89.516,1285.1924697948862,0.1435655994978029,830.5,2021_and_after,35590,20,7.159441559069168,0.13415110012673473,6.7232312986329825,0.029411764705882353
Jabalpur,Construction,2988,53,7118,6,Composting,3631,20,Jabalpur Landfill,63720,2021,20.0639,89.516,419.7808373138522,0.0468926553672316,181.55,2021_and_after,42708,120,6.042112121683759,0.04582640071748492,5.2070241081016455,0.029411764705882353
Jabalpur,Hazardous,5235,33,7118,6,Recycling,2870,16,Jabalpur Landfill,63720,2021,20.0639,89.516,735.4593987075021,0.0821563088512241,179.375,2021_and_after,42708,96,6.601854107034172,0.07895563288445323,5.195038017094035,0.029411764705882353
