City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign
Ranchi,Plastic,4020,57,17422,7,Recycling,2248,13,Ranchi Landfill,98646,2023,13.4978,84.8338,230.7427390655493,0.04075177908886321,172.92307692307693
Ranchi,Organic,7916,53,17422,6,Recycling,2047,11,Ranchi Landfill,98646,2023,13.4978,84.8338,454.36804040867867,0.08024653812622914,186.0909090909091
Ranchi,E-Waste,1670,77,17422,5,Recycling,2924,3,Ranchi Landfill,98646,2023,13.4978,84.8338,95.85581448742968,0.01692922166129392,974.6666666666666
Ranchi,Construction,2654,53,17422,8,Landfill,2074,16,Ranchi Landfill,98646,2023,13.4978,84.8338,152.3361267363104,0.02690428400543357,129.625
Ranchi,Hazardous,6090,44,17422,9,Composting,1406,20,Ranchi Landfill,98646,2023,13.4978,84.8338,349.55803007691424,0.06173590414208382,70.3
Amritsar,Plastic,6035,64,12612,9,Incineration,4276,11,Amritsar Landfill,31477,2019,22.6059,88.4682,478.51252775134793,0.19172729294405438,388.72727272727275
Amritsar,Organic,1371,68,12612,5,Recycling,3410,19,Amritsar Landfill,31477,2019,22.6059,88.4682,108.70599429115128,0.04355561203418369,179.47368421052633
Amritsar,E-Waste,2239,71,12612,10,Landfill,1403,0,Amritsar Landfill,31477,2019,22.6059,88.4682,177.52933713923247,0.07113130222066906,
Amritsar,Construction,9144,39,12612,8,Landfill,4250,13,Amritsar Landfill,31477,2019,22.6059,88.4682,725.023786869648,0.2904978238078597,326.9230769230769
Amritsar,Hazardous,4718,42,12612,9,Recycling,3452,20,Amritsar Landfill,31477,2019,22.6059,88.4682,374.0881699968284,0.14988721923944467,172.6
Amritsar,Plastic,3121,38,12612,5,Composting,3385,4,Amritsar Landfill,31477,2020,22.6059,88.4682,247.4627339042182,0.09915176160371064,846.25
Amritsar,Organic,6093,75,12612,5,Incineration,934,11,Amritsar Landfill,31477,2020,22.6059,88.4682,483.11132254995243,0.19356990818693015,84.9090909090909
Amritsar,E-Waste,2840,63,12612,5,Composting,3675,6,Amritsar Landfill,31477,2020,22.6059,88.4682,225.18236600063432,0.09022460844426089,612.5
Amritsar,Construction,1796,34,12612,6,Composting,2113,15,Amritsar Landfill,31477,2020,22.6059,88.4682,142.40405962575326,0.057057534072497376,140.86666666666667
Amritsar,Hazardous,2868,39,12612,9,Landfill,4327,12,Amritsar Landfill,31477,2020,22.6059,88.4682,227.40247383444338,0.09111414683737332,360.5833333333333
Amritsar,Plastic,7820,41,12612,10,Incineration,2138,5,Amritsar Landfill,31477,2021,22.6059,88.4682,620.0444021566761,0.2484353655049719,427.6
Amritsar,Organic,9954,47,12612,5,Incineration,2864,8,Amritsar Landfill,31477,2021,22.6059,88.4682,789.2483349191247,0.3162308987514693,358.0
Amritsar,E-Waste,7007,62,12612,10,Landfill,1571,18,Amritsar Landfill,31477,2021,22.6059,88.4682,555.58198541072,0.22260698287638594,87.27777777777777
Amritsar,Construction,6718,69,12612,5,Recycling,635,1,Amritsar Landfill,31477,2021,22.6059,88.4682,532.6673009831906,0.21342567589033262,635.0
Amritsar,Hazardous,3672,33,12612,9,Composting,3888,4,Amritsar Landfill,31477,2021,22.6059,88.4682,291.15128449096096,0.11665660641103028,972.0
Amritsar,Plastic,7276,76,12612,9,Incineration,1041,4,Amritsar Landfill,31477,2022,22.6059,88.4682,576.9108785283856,0.23115290529593036,260.25
Amritsar,Organic,7339,39,12612,5,Recycling,1129,18,Amritsar Landfill,31477,2022,22.6059,88.4682,581.9061211544561,0.23315436668043332,62.72222222222222
Amritsar,E-Waste,3827,77,12612,9,Composting,1254,5,Amritsar Landfill,31477,2022,22.6059,88.4682,303.4411671424041,0.1215808368014741,250.8
Amritsar,Construction,9444,77,12612,5,Incineration,1916,5,Amritsar Landfill,31477,2022,22.6059,88.4682,748.8106565176023,0.3000285923054929,383.2
Amritsar,Hazardous,5082,55,12612,7,Recycling,2865,3,Amritsar Landfill,31477,2022,22.6059,88.4682,402.94957183634637,0.16145121834990628,955.0
Amritsar,Plastic,9094,46,12612,9,Incineration,4893,19,Amritsar Landfill,31477,2023,22.6059,88.4682,721.0593085949889,0.2889093623915875,257.5263157894737
Amritsar,Organic,4936,57,12612,5,Composting,550,2,Amritsar Landfill,31477,2023,22.6059,88.4682,391.3732952743419,0.15681291101439146,275.0
Amritsar,E-Waste,1725,54,12612,8,Landfill,4152,3,Amritsar Landfill,31477,2023,22.6059,88.4682,136.7745004757374,0.05480191886139086,1384.0
Amritsar,Construction,8689,37,12612,6,Recycling,1965,17,Amritsar Landfill,31477,2023,22.6059,88.4682,688.9470345702506,0.2760428249197827,115.58823529411765
Amritsar,Hazardous,2184,36,12612,8,Composting,1069,14,Amritsar Landfill,31477,2023,22.6059,88.4682,173.16841103710752,0.06938399466276964,76.35714285714286
Jodhpur,Plastic,4585,76,6465,6,Recycling,3294,10,Jodhpur Landfill,45318,2019,8.9824,77.0472,709.2034029389018,0.10117392647513129,329.4
Jodhpur,Organic,8728,33,6465,7,Composting,4367,8,Jodhpur Landfill,45318,2019,8.9824,77.0472,1350.0386697602476,0.19259455404033718,545.875
Jodhpur,E-Waste,1527,57,6465,8,Recycling,2550,16,Jodhpur Landfill,45318,2019,8.9824,77.0472,236.19489559164734,0.03369522044220839,159.375
Jodhpur,Construction,7646,43,6465,7,Recycling,2784,6,Jodhpur Landfill,45318,2019,8.9824,77.0472,1182.6759474091261,0.16871883136943377,464.0
Jodhpur,Hazardous,5064,42,6465,6,Landfill,3973,14,Jodhpur Landfill,45318,2019,8.9824,77.0472,783.2946635730858,0.11174367800873825,283.7857142857143
Jodhpur,Plastic,8803,59,6465,7,Composting,2822,11,Jodhpur Landfill,45318,2020,8.9824,77.0472,1361.6395978344933,0.19424952557482678,256.54545454545456
Jodhpur,Organic,5168,58,6465,10,Incineration,2637,14,Jodhpur Landfill,45318,2020,8.9824,77.0472,799.3812838360402,0.11403857186989717,188.35714285714286
Jodhpur,E-Waste,5159,80,6465,6,Landfill,1313,2,Jodhpur Landfill,45318,2020,8.9824,77.0472,797.9891724671307,0.11383997528575841,656.5
Jodhpur,Construction,6671,33,6465,5,Landfill,4664,0,Jodhpur Landfill,45318,2020,8.9824,77.0472,1031.8638824439288,0.14720420142106888,
Jodhpur,Hazardous,4228,37,6465,8,Composting,1756,17,Jodhpur Landfill,45318,2020,8.9824,77.0472,653.9829853054911,0.09329626197096076,103.29411764705883
Jodhpur,Plastic,2807,34,6465,8,Incineration,4034,11,Jodhpur Landfill,45318,2021,8.9824,77.0472,434.18406805877805,0.06194006796416435,366.72727272727275
Jodhpur,Organic,9348,64,6465,5,Incineration,4209,2,Jodhpur Landfill,45318,2021,8.9824,77.0472,1445.939675174014,0.2062756520587846,2104.5
Jodhpur,E-Waste,2294,51,6465,9,Recycling,1560,12,Jodhpur Landfill,45318,2021,8.9824,77.0472,354.8337200309358,0.05062006266825544,130.0
Jodhpur,Construction,3487,38,6465,10,Composting,4208,8,Jodhpur Landfill,45318,2021,8.9824,77.0472,539.3658159319413,0.07694514321020345,526.0
Jodhpur,Hazardous,5907,68,6465,9,Incineration,4668,16,Jodhpur Landfill,45318,2021,8.9824,77.0472,913.6890951276102,0.13034555805640144,291.75
Jodhpur,Plastic,5409,62,6465,10,Recycling,2956,14,Jodhpur Landfill,45318,2022,8.9824,77.0472,836.6589327146172,0.11935654706739045,211.14285714285714
Jodhpur,Organic,549,59,6465,5,Recycling,1345,1,Jodhpur Landfill,45318,2022,8.9824,77.0472,84.91879350348027,0.012114391632463922,1345.0
Jodhpur,E-Waste,7810,61,6465,7,Recycling,2751,7,Jodhpur Landfill,45318,2022,8.9824,77.0472,1208.0433101314773,0.1723377024581844,393.0
Jodhpur,Construction,2243,45,6465,5,Recycling,2903,10,Jodhpur Landfill,45318,2022,8.9824,77.0472,346.94508894044856,0.049494682024802505,290.3
Jodhpur,Hazardous,2721,58,6465,9,Incineration,3965,17,Jodhpur Landfill,45318,2022,8.9824,77.0472,420.8816705336427,0.06004236727128293,233.23529411764707
Jodhpur,Plastic,5660,76,6465,5,Composting,4168,4,Jodhpur Landfill,45318,2023,8.9824,77.0472,875.4833720030936,0.12489518513614899,1042.0
Jodhpur,Organic,1908,66,6465,9,Recycling,2321,6,Jodhpur Landfill,45318,2023,8.9824,77.0472,295.1276102088167,0.042102475837415596,386.8333333333333
Jodhpur,E-Waste,2888,51,6465,5,Composting,3432,1,Jodhpur Landfill,45318,2023,8.9824,77.0472,446.71307037896366,0.06372743722141312,3432.0
Jodhpur,Construction,1852,50,6465,5,Landfill,3720,4,Jodhpur Landfill,45318,2023,8.9824,77.0472,286.46558391337976,0.040866763758330024,930.0
Jodhpur,Hazardous,1919,41,6465,7,Incineration,3313,3,Jodhpur Landfill,45318,2023,8.9824,77.0472,296.8290796597061,0.042345204995807406,1104.3333333333333
Varanasi,Plastic,8397,75,7976,8,Landfill,1994,0,Varanasi Landfill,79314,2019,35.156,83.0516,1052.7833500501504,0.1058703381496331,
Varanasi,Organic,8173,80,7976,10,Composting,4646,17,Varanasi Landfill,79314,2019,35.156,83.0516,1024.6990972918757,0.10304612048314295,273.29411764705884
Varanasi,E-Waste,837,81,7976,5,Recycling,740,15,Varanasi Landfill,79314,2019,35.156,83.0516,104.93981945837513,0.010552991905590439,49.333333333333336
Varanasi,Construction,5671,55,7976,7,Incineration,550,14,Varanasi Landfill,79314,2019,35.156,83.0516,711.0080240722167,0.07150061779761455,39.285714285714285
Varanasi,Hazardous,8242,76,7976,6,Landfill,2504,4,Varanasi Landfill,79314,2019,35.156,83.0516,1033.3500501504514,0.10391608038933858,626.0
Varanasi,Plastic,3849,45,7976,10,Recycling,2749,20,Varanasi Landfill,79314,2020,35.156,83.0516,482.5727181544634,0.04852863302821696,137.45
Varanasi,Organic,7387,42,7976,9,Recycling,3131,10,Varanasi Landfill,79314,2020,35.156,83.0516,926.1534603811434,0.09313614242126232,313.1
Varanasi,E-Waste,1864,61,7976,6,Incineration,878,12,Varanasi Landfill,79314,2020,35.156,83.0516,233.70110330992978,0.02350152558186449,73.16666666666667
Varanasi,Construction,1153,52,7976,9,Composting,2917,13,Varanasi Landfill,79314,2020,35.156,83.0516,144.55867602808425,0.014537156113674761,224.3846153846154
Varanasi,Hazardous,4781,36,7976,10,Composting,3637,2,Varanasi Landfill,79314,2020,35.156,83.0516,599.4232698094282,0.060279395819149206,1818.5
Varanasi,Plastic,7531,75,7976,5,Recycling,4035,5,Varanasi Landfill,79314,2021,35.156,83.0516,944.2076228686058,0.09495171092114885,807.0
Varanasi,Organic,619,75,7976,8,Recycling,2547,7,Varanasi Landfill,79314,2021,35.156,83.0516,77.60782347041123,0.007804422926595557,363.85714285714283
Varanasi,E-Waste,2201,67,7976,8,Incineration,4068,13,Varanasi Landfill,79314,2021,35.156,83.0516,275.9528585757272,0.027750460196182263,312.9230769230769
Varanasi,Construction,8601,62,7976,7,Incineration,3571,13,Varanasi Landfill,79314,2021,35.156,83.0516,1078.3600802407223,0.10844239352447235,274.6923076923077
Varanasi,Hazardous,7991,68,7976,6,Composting,2290,2,Varanasi Landfill,79314,2021,35.156,83.0516,1001.8806419257774,0.1007514436291197,1145.0
Varanasi,Plastic,9980,61,7976,6,Incineration,2451,16,Varanasi Landfill,79314,2022,35.156,83.0516,1251.2537612838516,0.12582898353380237,153.1875
Varanasi,Organic,9254,60,7976,7,Composting,2642,9,Varanasi Landfill,79314,2022,35.156,83.0516,1160.2306920762287,0.11667549234687445,293.55555555555554
Varanasi,E-Waste,1352,59,7976,6,Incineration,1699,11,Varanasi Landfill,79314,2022,35.156,83.0516,169.5085255767302,0.01704617091560128,154.45454545454547
Varanasi,Construction,525,73,7976,10,Composting,1044,16,Varanasi Landfill,79314,2022,35.156,83.0516,65.82246740220663,0.006619260155836296,65.25
Varanasi,Hazardous,9283,30,7976,8,Landfill,2811,5,Varanasi Landfill,79314,2022,35.156,83.0516,1163.8665997993983,0.11704112766976826,562.2
Varanasi,Plastic,3202,67,7976,6,Landfill,934,18,Varanasi Landfill,79314,2023,35.156,83.0516,401.4543630892678,0.04037118289331013,51.888888888888886
Varanasi,Organic,805,69,7976,9,Landfill,3000,18,Varanasi Landfill,79314,2023,35.156,83.0516,100.92778335005015,0.010149532238948988,166.66666666666666
Varanasi,E-Waste,862,64,7976,5,Incineration,4718,2,Varanasi Landfill,79314,2023,35.156,83.0516,108.07422266800401,0.010868194770154072,2359.0
Varanasi,Construction,526,63,7976,6,Landfill,2877,9,Varanasi Landfill,79314,2023,35.156,83.0516,65.94784353059177,0.006631868270418842,319.6666666666667
Varanasi,Hazardous,6410,52,7976,6,Incineration,1372,13,Varanasi Landfill,79314,2023,35.156,83.0516,803.6609829488466,0.08081801447411555,105.53846153846153
Ludhiana,Plastic,2972,74,8678,5,Landfill,2681,4,Ludhiana Landfill,69241,2019,10.3062,77.427,342.4752247061535,0.04292254589044064,670.25
Ludhiana,Organic,8621,38,8678,9,Landfill,583,5,Ludhiana Landfill,69241,2019,10.3062,77.427,993.4316662825536,0.12450715616470011,116.6
Ludhiana,E-Waste,7345,63,8678,9,Recycling,4668,11,Ludhiana Landfill,69241,2019,10.3062,77.427,846.3931781516478,0.10607876835978683,424.3636363636364
Ludhiana,Construction,1412,62,8678,9,Landfill,3885,18,Ludhiana Landfill,69241,2019,10.3062,77.427,162.71030191288315,0.020392541991016883,215.83333333333334
Ludhiana,Hazardous,8937,81,8678,10,Landfill,3296,7,Ludhiana Landfill,69241,2019,10.3062,77.427,1029.8455865406777,0.1290709261853526,470.85714285714283
Ludhiana,Plastic,9041,43,8678,6,Composting,4975,1,Ludhiana Landfill,69241,2020,10.3062,77.427,1041.8299147268956,0.13057292644531418,4975.0
Ludhiana,Organic,3139,43,8678,5,Composting,876,7,Ludhiana Landfill,69241,2020,10.3062,77.427,361.7192901590228,0.04533441169249433,125.14285714285714
Ludhiana,E-Waste,3515,38,8678,10,Recycling,1984,15,Ludhiana Landfill,69241,2020,10.3062,77.427,405.0472459091957,0.050764720324663136,132.26666666666668
Ludhiana,Construction,5767,31,8678,8,Recycling,2861,3,Ludhiana Landfill,69241,2020,10.3062,77.427,664.5540447107628,0.0832888028769082,953.6666666666666
Ludhiana,Hazardous,7678,63,8678,9,Recycling,859,3,Ludhiana Landfill,69241,2020,10.3062,77.427,884.7660751325191,0.11088805765370228,286.3333333333333
Ludhiana,Plastic,6762,72,8678,10,Composting,1588,10,Ludhiana Landfill,69241,2021,10.3062,77.427,779.2117999539064,0.0976589015178868,158.8
Ludhiana,Organic,5285,39,8678,10,Incineration,4781,13,Ludhiana Landfill,69241,2021,10.3062,77.427,609.011292924637,0.07632760936439392,367.7692307692308
Ludhiana,E-Waste,8336,49,8678,8,Landfill,3267,13,Ludhiana Landfill,69241,2021,10.3062,77.427,960.5899976953215,0.12039109775999769,251.30769230769232
Ludhiana,Construction,5808,68,8678,5,Incineration,1939,19,Ludhiana Landfill,69241,2021,10.3062,77.427,669.2786356303295,0.08388093759477766,102.05263157894737
Ludhiana,Hazardous,4330,42,8678,9,Composting,1341,10,Ludhiana Landfill,69241,2021,10.3062,77.427,498.96289467619266,0.06253520313109286,134.1
Ludhiana,Plastic,3119,75,8678,10,Incineration,2130,6,Ludhiana Landfill,69241,2022,10.3062,77.427,359.4146116616732,0.04504556548865556,355.0
Ludhiana,Organic,6898,53,8678,9,Landfill,4725,10,Ludhiana Landfill,69241,2022,10.3062,77.427,794.8836137358838,0.09962305570399041,472.5
Ludhiana,E-Waste,8336,78,8678,9,Landfill,4294,14,Ludhiana Landfill,69241,2022,10.3062,77.427,960.5899976953215,0.12039109775999769,306.7142857142857
Ludhiana,Construction,6754,85,8678,5,Recycling,4132,0,Ludhiana Landfill,69241,2022,10.3062,77.427,778.2899285549665,0.09754336303635129,
Ludhiana,Hazardous,1636,66,8678,9,Recycling,1708,4,Ludhiana Landfill,69241,2022,10.3062,77.427,188.52270108319888,0.023627619474011062,427.0
Ludhiana,Plastic,8158,68,8678,9,Composting,2719,13,Ludhiana Landfill,69241,2023,10.3062,77.427,940.0783590689099,0.11782036654583267,209.15384615384616
Ludhiana,Organic,8781,42,8678,10,Recycling,3510,18,Ludhiana Landfill,69241,2023,10.3062,77.427,1011.8690942613506,0.12681792579541024,195.0
Ludhiana,E-Waste,528,58,8678,6,Recycling,4978,11,Ludhiana Landfill,69241,2023,10.3062,77.427,60.84351233002996,0.007625539781343424,452.54545454545456
Ludhiana,Construction,4118,42,8678,9,Composting,4647,13,Ludhiana Landfill,69241,2023,10.3062,77.427,474.5333026042867,0.05947343337040193,357.46153846153845
Ludhiana,Hazardous,1096,85,8678,7,Recycling,3839,8,Ludhiana Landfill,69241,2023,10.3062,77.427,126.29638165475916,0.01582877197036438,479.875
Agra,Plastic,3173,73,4629,6,Landfill,2350,2,Agra Landfill,82082,2019,32.4069,92.1176,685.4612227262908,0.03865646548573378,1175.0
Agra,Organic,9052,51,4629,5,Incineration,3074,8,Agra Landfill,82082,2019,32.4069,92.1176,1955.4979477208901,0.11027996393850052,384.25
Agra,E-Waste,8371,48,4629,6,Incineration,3392,16,Agra Landfill,82082,2019,32.4069,92.1176,1808.3819399438323,0.10198338247118735,212.0
Agra,Construction,8300,38,4629,9,Incineration,2900,14,Agra Landfill,82082,2019,32.4069,92.1176,1793.043853964139,0.10111839380132064,207.14285714285714
Agra,Hazardous,5567,34,4629,10,Incineration,1466,10,Agra Landfill,82082,2019,32.4069,92.1176,1202.6355584359474,0.06782242148095807,146.6
Agra,Plastic,3622,65,4629,5,Incineration,794,1,Agra Landfill,82082,2020,32.4069,92.1176,782.4584143443508,0.04412660510221486,794.0
Agra,Organic,1942,45,4629,7,Recycling,4606,15,Agra Landfill,82082,2020,32.4069,92.1176,419.5290559516094,0.023659267561706585,307.06666666666666
Agra,E-Waste,5575,75,4629,7,Landfill,4423,19,Agra Landfill,82082,2020,32.4069,92.1176,1204.3637934759126,0.06791988499305572,232.78947368421052
Agra,Construction,6444,80,4629,9,Composting,2562,6,Agra Landfill,82082,2020,32.4069,92.1176,1392.0933246921581,0.07850685899466388,427.0
Agra,Hazardous,6628,64,4629,6,Recycling,687,5,Agra Landfill,82082,2020,32.4069,92.1176,1431.842730611363,0.08074851977291002,137.4
Agra,Plastic,9624,33,4629,8,Recycling,2599,6,Agra Landfill,82082,2021,32.4069,92.1176,2079.0667530784185,0.1172486050534831,433.1666666666667
Agra,Organic,8838,46,4629,5,Composting,4626,12,Agra Landfill,82082,2021,32.4069,92.1176,1909.2676604018147,0.10767281498988816,385.5
Agra,E-Waste,5525,56,4629,8,Recycling,3618,4,Agra Landfill,82082,2021,32.4069,92.1176,1193.5623244761287,0.06731073804244536,904.5
Agra,Construction,3884,79,4629,7,Recycling,2966,4,Agra Landfill,82082,2021,32.4069,92.1176,839.0581119032188,0.04731853512341317,741.5
Agra,Hazardous,9466,35,4629,6,Incineration,1261,10,Agra Landfill,82082,2021,32.4069,92.1176,2044.9341110391013,0.11532370068955435,126.1
Agra,Plastic,5109,81,4629,8,Landfill,4121,2,Agra Landfill,82082,2022,32.4069,92.1176,1103.6941023979261,0.06224263541336712,2060.5
Agra,Organic,692,64,4629,6,Landfill,4055,15,Agra Landfill,82082,2022,32.4069,92.1176,149.49233095701015,0.008430593796447455,270.3333333333333
Agra,E-Waste,3467,69,4629,5,Recycling,2682,18,Agra Landfill,82082,2022,32.4069,92.1176,748.9738604450205,0.042238249555322724,149.0
Agra,Construction,4511,58,4629,8,Incineration,1093,12,Agra Landfill,82082,2022,32.4069,92.1176,974.5085331605098,0.05495723788406715,91.08333333333333
Agra,Hazardous,1924,58,4629,7,Incineration,2386,8,Agra Landfill,82082,2022,32.4069,92.1176,415.64052711168716,0.023439974659486856,298.25
Agra,Plastic,6020,56,4629,5,Incineration,4148,0,Agra Landfill,82082,2023,32.4069,92.1176,1300.4968675739901,0.07334129285348798,
Agra,Organic,915,35,4629,9,Incineration,1199,3,Agra Landfill,82082,2023,32.4069,92.1176,197.66688269604666,0.011147389196169684,399.6666666666667
Agra,E-Waste,7460,70,4629,7,Incineration,3020,14,Agra Landfill,82082,2023,32.4069,92.1176,1611.5791747677683,0.0908847250310665,215.71428571428572
Agra,Construction,1500,33,4629,10,Recycling,3125,17,Agra Landfill,82082,2023,32.4069,92.1176,324.04406999351914,0.01827440851831096,183.8235294117647
Agra,Hazardous,7256,85,4629,8,Landfill,2170,3,Agra Landfill,82082,2023,32.4069,92.1176,1567.5091812486498,0.0883994054725762,723.3333333333334
Meerut,Plastic,9131,49,7178,9,Composting,3049,1,Meerut Landfill,56989,2019,14.3552,72.9863,1272.0813597102258,0.16022390285844637,3049.0
Meerut,Organic,6719,54,7178,9,Recycling,3521,5,Meerut Landfill,56989,2019,14.3552,72.9863,936.0546113123432,0.11789994560353753,704.2
Meerut,E-Waste,3618,77,7178,9,Landfill,3695,0,Meerut Landfill,56989,2019,14.3552,72.9863,504.0401225968236,0.06348593588236326,
Meerut,Construction,3999,76,7178,10,Landfill,2118,3,Meerut Landfill,56989,2019,14.3552,72.9863,557.1189746447478,0.07017143659302673,706.0
Meerut,Hazardous,7972,83,7178,9,Incineration,3749,4,Meerut Landfill,56989,2019,14.3552,72.9863,1110.615770409585,0.13988664479110002,937.25
Meerut,Plastic,3668,52,7178,9,Incineration,2987,2,Meerut Landfill,56989,2020,14.3552,72.9863,511.00585121203676,0.0643632981803506,1493.5
Meerut,Organic,1404,54,7178,10,Recycling,2848,10,Meerut Landfill,56989,2020,14.3552,72.9863,195.59765951518528,0.02463633332748425,284.8
Meerut,E-Waste,3264,38,7178,7,Composting,3661,10,Meerut Landfill,56989,2020,14.3552,72.9863,454.7227640011145,0.05727421081261296,366.1
Meerut,Construction,9061,38,7178,10,Landfill,2436,18,Meerut Landfill,56989,2020,14.3552,72.9863,1262.3293396489273,0.15899559564126411,135.33333333333334
Meerut,Hazardous,1623,66,7178,10,Landfill,3495,6,Meerut Landfill,56989,2020,14.3552,72.9863,226.1075508498189,0.02847918019266876,582.5
Meerut,Plastic,4686,69,7178,7,Composting,3910,8,Meerut Landfill,56989,2021,14.3552,72.9863,652.8280858177766,0.08222639456737266,488.75
Meerut,Organic,6212,68,7178,10,Incineration,3901,3,Meerut Landfill,56989,2021,14.3552,72.9863,865.4221231540819,0.10900349190194598,1300.3333333333333
Meerut,E-Waste,936,55,7178,8,Composting,1580,2,Meerut Landfill,56989,2021,14.3552,72.9863,130.3984396767902,0.016424222218322834,790.0
Meerut,Construction,4476,36,7178,5,Recycling,3950,12,Meerut Landfill,56989,2021,14.3552,72.9863,623.5720256338813,0.07854147291582586,329.1666666666667
Meerut,Hazardous,3060,56,7178,9,Landfill,807,1,Meerut Landfill,56989,2021,14.3552,72.9863,426.3025912510449,0.05369457263682465,807.0
Meerut,Plastic,7018,77,7178,6,Incineration,1216,16,Meerut Landfill,56989,2022,14.3552,72.9863,977.7096684313179,0.12314657214550176,76.0
Meerut,Organic,5497,75,7178,5,Recycling,3723,14,Meerut Landfill,56989,2022,14.3552,72.9863,765.8122039565338,0.09645721104072716,265.92857142857144
Meerut,E-Waste,1919,82,7178,6,Landfill,3446,0,Meerut Landfill,56989,2022,14.3552,72.9863,267.3446642518808,0.03367316499675376,
Meerut,Construction,7834,52,7178,9,Composting,2512,20,Meerut Landfill,56989,2022,14.3552,72.9863,1091.3903594315966,0.137465124848655,125.6
Meerut,Hazardous,1168,69,7178,7,Incineration,2332,11,Meerut Landfill,56989,2022,14.3552,72.9863,162.71942045137922,0.02049518328098405,212.0
Meerut,Plastic,2925,47,7178,6,Recycling,4347,13,Meerut Landfill,56989,2023,14.3552,72.9863,407.49512398996933,0.05132569443225886,334.38461538461536
Meerut,Organic,5457,78,7178,10,Recycling,4807,12,Meerut Landfill,56989,2023,14.3552,72.9863,760.2396210643633,0.09575532120233729,400.5833333333333
Meerut,E-Waste,1978,52,7178,9,Incineration,4091,6,Meerut Landfill,56989,2023,14.3552,72.9863,275.56422401783226,0.03470845250837881,681.8333333333334
Meerut,Construction,4495,56,7178,9,Incineration,510,5,Meerut Landfill,56989,2023,14.3552,72.9863,626.2190025076623,0.07887487058906105,102.0
Meerut,Hazardous,6404,46,7178,8,Landfill,4365,20,Meerut Landfill,56989,2023,14.3552,72.9863,892.1705210365004,0.11237256312621734,218.25
Nashik,Plastic,4584,34,2929,10,Recycling,1334,16,Nashik Landfill,63245,2019,14.6177,91.4568,1565.0392625469444,0.07248003794766385,83.375
Nashik,Organic,9096,36,2929,7,Recycling,2013,0,Nashik Landfill,63245,2019,14.6177,91.4568,3105.496756572209,0.14382164597991937,
Nashik,E-Waste,5832,37,2929,8,Incineration,2774,8,Nashik Landfill,63245,2019,14.6177,91.4568,1991.1232502560601,0.09221282314807494,346.75
Nashik,Construction,5695,71,2929,5,Composting,4042,0,Nashik Landfill,63245,2019,14.6177,91.4568,1944.3496073745305,0.09004664400347853,
Nashik,Hazardous,8192,67,2929,10,Composting,896,1,Nashik Landfill,63245,2019,14.6177,91.4568,2796.858996244452,0.12952802593090362,896.0
Nashik,Plastic,4415,84,2929,10,Recycling,2881,20,Nashik Landfill,63245,2020,14.6177,91.4568,1507.340389211335,0.06980788995177484,144.05
Nashik,Organic,1400,69,2929,6,Composting,4894,10,Nashik Landfill,63245,2020,14.6177,91.4568,477.97883236599523,0.02213613724405091,489.4
Nashik,E-Waste,4872,30,2929,8,Composting,4052,17,Nashik Landfill,63245,2020,14.6177,91.4568,1663.3663366336634,0.07703375760929718,238.35294117647058
Nashik,Construction,2776,33,2929,10,Incineration,3767,17,Nashik Landfill,63245,2020,14.6177,91.4568,947.7637418914305,0.04389279784963238,221.58823529411765
Nashik,Hazardous,3134,84,2929,10,Recycling,2582,11,Nashik Landfill,63245,2020,14.6177,91.4568,1069.9897575964494,0.04955332437346826,234.72727272727272
Nashik,Plastic,4744,55,2929,8,Landfill,516,0,Nashik Landfill,63245,2021,14.6177,91.4568,1619.6654148173438,0.07500988220412681,
Nashik,Organic,9216,69,2929,7,Incineration,4245,7,Nashik Landfill,63245,2021,14.6177,91.4568,3146.4663707750087,0.1457190291722666,606.4285714285714
Nashik,E-Waste,1598,82,2929,9,Recycling,911,18,Nashik Landfill,63245,2021,14.6177,91.4568,545.5786958006146,0.025266819511423826,50.611111111111114
Nashik,Construction,5393,64,2929,10,Incineration,1361,16,Nashik Landfill,63245,2021,14.6177,91.4568,1841.2427449641516,0.08527156296940469,85.0625
Nashik,Hazardous,9699,73,2929,6,Incineration,1196,7,Nashik Landfill,63245,2021,14.6177,91.4568,3311.369067941277,0.15335599652146414,170.85714285714286
Nashik,Plastic,7882,32,2929,7,Recycling,4400,4,Nashik Landfill,63245,2022,14.6177,91.4568,2691.020826220553,0.12462645268400664,1100.0
Nashik,Organic,6136,37,2929,6,Landfill,2258,9,Nashik Landfill,63245,2022,14.6177,91.4568,2094.912939569819,0.09701952723535458,250.88888888888889
Nashik,E-Waste,6465,84,2929,7,Composting,3257,17,Nashik Landfill,63245,2022,14.6177,91.4568,2207.237965175828,0.10222151948770654,191.58823529411765
Nashik,Construction,6834,47,2929,8,Recycling,3071,11,Nashik Landfill,63245,2022,14.6177,91.4568,2333.2195288494368,0.10805597280417424,279.1818181818182
Nashik,Hazardous,9685,39,2929,10,Incineration,2012,16,Nashik Landfill,63245,2022,14.6177,91.4568,3306.5892796176167,0.15313463514902365,125.75
